cod_modelo_color,cod_color_code,des_product_type,sex_Female,sex_Male,sex_Unisex,age_Adult,age_Kids,line_HE,line_KIDS,line_SHE,line_VIOLETA,fabric_C-COMPLEMENTOS,fabric_J-JEANS,fabric_K-CIRCULAR,fabric_L-PIEL,fabric_O-POLIPIEL,fabric_P-PLANA,fabric_T-TRICOT
57085964-99,99,Trousers,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57033819-02,2,Skirt,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57055810-99,99,T-Shirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57009099-PL,99,Skirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57008282-PL,99,Belt bag,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57043276-46,46,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57099219-99,99,Skirt,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
51090485-01,1,Trousers,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
43015035-15,15,Top,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
51020622-02,2,Top,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
53040548-12,12,Top,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
51090637-02,2,Top,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
51013728-99,99,Trousers,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53040628-99,99,Top,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
51080862-99,99,Trousers,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53073715-99,99,Top,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
51053735-08,8,Trenchcoat,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53013749-99,99,Handbag,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
53033045-99,99,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53073782-TO,52,Skirt,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
53013788-99,99,Ankle Boots,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
53035752-82,82,Cardigan,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
53073791-99,99,Top,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
53017025-05,5,Sweater,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57005653-92,92,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57029202-99,99,Blouse,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57006304-37,37,Shirt,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57009069-TO,52,Shorts,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
57009215-05,5,Sweater,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57007896-09,9,T-Shirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
47037826-99,99,Sandals,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57030028-59,59,Umbrella,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57023725-69,69,Trenchcoat,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57050305-28,28,Jumpsuit,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57050344-TC,52,Jacket,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
57023796-65,65,Blazer,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57001100-01,1,Jeans,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
57033807-99,99,Skirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57064765-30,30,Cap,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57005969-99,99,Belt,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57094024-99,99,Belt,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57073809-99,99,Blouse,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57025966-99,99,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57065971-99,99,Ankle Boots,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57014779-14,14,Shoulder bag,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57025974-99,99,Ankle Boots,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57094032-99,99,Crossbody bag,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57095801-35,35,Shorts,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57061181-56,56,Pyjama T-Shirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57055147-99,99,Sandals,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57013814-01,1,Blouse,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57054433-65,65,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57078274-99,99,Boots,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
43057751-08,8,Sandals,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
53080520-99,99,Trousers,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53020589-28,28,Handbag,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
53070721-05,5,Top,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
51093025-99,99,Jumpsuit,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53060583-52,52,Sweater,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
51050835-74,74,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53040940-11,11,Handbag,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
51000949-02,2,Blouse,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53053772-02,2,Sweater,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
53025746-99,99,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53075739-99,99,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
53015770-99,99,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53097677-30,30,Skirt,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57037689-38,38,Jeans,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
57015942-99,99,Jeans,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
57078629-99,99,Blouse,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57007703-05,5,Sweater,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57065913-07,7,Sweater,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
67060520-99,99,Handbag,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57069077-99,99,Trousers,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
47004031-OR,5,Earrings,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
47067108-88,88,Blazer,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
47076314-PL,99,Earrings,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57050556-05,5,Belt,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57062503-10,10,Sunglasses,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
47058631-05,5,Trousers,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57094385-99,99,Sandals,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57050181-68,68,Crossbody bag,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57000259-02,2,Card holder,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57040296-70,70,Dress,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57040385-46,46,Trousers,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57063262-02,2,Crossbody bag,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57032894-TM,52,Jeans,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
57063799-99,99,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57005970-99,99,Belt,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57053816-56,56,Skirt,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57016019-92,92,Shorts,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57096023-07,7,Sweater,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57008280-70,70,Shoulder bag,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57029123-73,73,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53090543-50,50,Shirt,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0
53030603-02,2,Top,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
53030650-56,56,T-Shirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
51033705-69,69,Trousers,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53063709-56,56,Skirt,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
53090800-OR,5,Earrings,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
53003722-06,6,Sweater,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
53045716-94,94,Sweater,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
51085724-99,99,T-Shirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
51013050-85,85,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53043786-PL,99,Earrings,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
53065737-05,5,Sweater,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
53025771-30,30,Handbag,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
53025768-02,2,T-Shirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57025903-68,68,Purse,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57035910-99,99,T-Shirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57047879-78,78,Necklace,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57087650-49,49,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57015938-43,43,Handbag,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57064754-56,56,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57055930-02,2,Blouse,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57067888-99,99,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57047697-70,70,Blouse,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
47013256-TC,52,Jeans,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
47084002-01,1,Bikini top,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
47075913-09,9,Totes bag,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
47054020-99,99,Vest,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
47074035-08,8,Skirt,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
47054426-PL,99,Handbag,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57001030-01,1,Skirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57012879-TN,99,Skirt,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
57040313-TO,52,Jeans,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
57023797-56,56,Sweater,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57054397-50,50,Trousers,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57012897-46,46,Blouse,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57034407-65,65,Sweater,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57054019-01,1,Blazer,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57074417-70,70,Shoes,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57085792-43,43,Jacket,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57013804-56,56,Trousers,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57027742-61,61,Scarf,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57047750-99,99,Crossbody bag,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57004061-PL,99,Earrings,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
67040394-PL,99,Necklace,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57058279-99,99,Vest,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53073028-99,99,Top,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53060824-46,46,Cardigan,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
53013061-30,30,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53015744-14,14,Sweater,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
53065766-07,7,Skirt,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
53033794-99,99,Blouse,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57095904-99,99,Boots,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57005553-43,43,Boots,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
53173045-85,85,Shoes,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57055926-81,81,Blouse,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53025026-TM,52,Jeans,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
57054754-99,99,Top,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57065939-99,99,Ankle Boots,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57018631-99,99,Sweater,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57075931-09,9,Cardigan,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57075941-09,9,Sweater,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57004387-43,43,T-Shirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57039207-99,99,Blouse,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57027894-52,52,Trousers,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57094755-08,8,Trenchcoat,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
47095948-56,56,Kerchief,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
47078639-20,20,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57072503-50,50,T-Shirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57050164-99,99,Case,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57002514-02,2,Crossbody bag,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57000258-52,52,Top,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
47048645-43,43,Top,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57064008-43,43,Sweatshirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57092888-99,99,Top,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57095791-02,2,Trousers,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57095807-05,5,Cardigan,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57095807-99,99,Cardigan,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57055809-78,78,Blouse,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57007747-02,2,Sweater,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57056027-99,99,Jumpsuit,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57019112-99,99,Dress,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
53060568-30,30,Handbag,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
51055008-99,99,Jacket,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53060616-57,57,Kerchief,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
53045707-08,8,Puffer coat,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53000642-TC,52,Jeans,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
53030690-70,70,Earrings,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
53080749-TN,99,Overall,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
53063713-99,99,Blouse,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53090586-87,87,Shirt,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53060913-99,99,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
53083733-70,70,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
53003729-70,70,Sweater,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
53080930-94,94,Trousers,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53000642-TG,99,Jeans,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
51093753-99,99,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53033786-99,99,Trousers,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53135800-07,7,Handbag,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57025130-76,76,Skirt,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57074002-88,88,Skirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57017893-05,5,Sweater,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
47015845-52,52,Bikini top,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
47005854-01,1,Earrings,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
47015877-50,50,Sweater,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57082509-99,99,Belt,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
47069202-65,65,Skirt,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57030257-02,2,Wallet,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57094388-99,99,Sandals,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57000358-12,12,Totes bag,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57013799-DO,52,Jeans,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
57002894-46,46,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57023804-81,81,Sweater,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57022897-05,5,Jeans,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
57096711-99,99,Sweatshirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57054410-05,5,Blouse,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57013819-52,52,Blouse,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57015794-99,99,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57064034-09,9,Crossbody bag,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57035984-95,95,Shirt,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57017721-99,99,Top,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57083817-99,99,Jacket,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57066015-92,92,Skirt,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57077726-94,94,T-Shirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57068266-94,94,Jacket,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57097737-05,5,Cardigan,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57099088-PL,99,Top,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57057748-17,17,Cardigan,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57055150-20,20,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57078276-59,59,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
43060860-03,3,Bracelet,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
43045778-99,99,Bikini pantie,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
53090599-99,99,Top,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53015011-99,99,Puffer coat,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53020816-02,2,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53000843-99,99,T-Shirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
53000890-02,2,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53020932-85,85,Top,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
53073750-30,30,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
51087016-99,99,Coat,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53083046-99,99,Jacket,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
53043767-09,9,Skirt,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
53025747-79,79,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
51043050-05,5,Skirt,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53005769-05,5,Sweater,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
53035033-CU,32,Shoes,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57027105-69,69,Blouse,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57055909-99,99,T-Shirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57095915-99,99,Cardigan,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57085920-OR,5,Bracelet,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
53191158-46,46,Ring,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57064383-99,99,Bodysuit,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57055129-37,37,Sweater,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57007702-08,8,Sweater,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57007700-45,45,Sweater,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57027888-01,1,T-Shirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57069203-43,43,Top,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57047703-74,74,Blouse,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
47010414-PL,99,Ring,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57010636-52,52,Trousers,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57050115-PL,99,Necklace,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57082509-05,5,Belt,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57040260-99,99,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57030250-20,20,Cardigan,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57010763-05,5,Top,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57054392-91,91,Trenchcoat,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57025140-TO,52,Jeans,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
57002888-01,1,Top,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57084389-30,30,Ankle Boots,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57022525-OR,5,Earrings,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57001057-70,70,T-Shirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57093801-30,30,Blazer,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57050487-01,1,Blouse,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57096715-99,99,Ankle Boots,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57077723-99,99,Shoes,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57044434-52,52,Skirt,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57086020-02,2,Top,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57099082-08,8,Shirt,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57049108-99,99,Blouse,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57037126-05,5,Dress,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
43073754-OR,5,Necklace,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
43075810-99,99,Bodysuit,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
43015805-02,2,T-Shirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
41069066-05,5,Jacket,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53060610-37,37,T-Shirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
53080611-15,15,Sweater,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
53079062-95,95,Puffer coat,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53073038-01,1,Trousers,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
51011028-70,70,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
51083766-43,43,Leggings,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
51041120-43,43,Trousers,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53013796-99,99,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57055937-01,1,Blouse,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57007692-05,5,Sweater,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57045946-70,70,Coat,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57010083-70,70,Kerchief,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57022509-01,1,Trainers,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57002513-99,99,Shoes,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57000156-02,2,Shorts,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
57010260-99,99,Top,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57040323-52,52,Top,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57025957-01,1,T-Shirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57064010-TC,52,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57014404-08,8,T-Shirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57084404-88,88,Blazer,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57045966-TN,99,Jeans,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
57035796-05,5,Cardigan,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57064028-37,37,Totes bag,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57073814-99,99,Skirt,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57006016-OR,5,Earrings,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57006020-OR,5,Earrings,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57007737-99,99,Sweater,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
